ID,性别,年龄,注册时间,文化程度,毕业院校,学习形式,征信记录,借款用途,还款来源,工作信息,收入情况,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,资金运用情况,其他事项,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127961679,女,22,2018/09/11,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961680,男,29,2015/12/15,本科,杭州师范大学钱江学院,普通,有逾期,信用卡,装修,薪资收入,私营业主,8000-15000（含8000）,19,141,119,21,0,装修,暂无,56394.00,10164.84,10000.00,17510.78
127961681,男,32,2017/02/16,本科,扬州大学,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"65,755.00",7,48,33,12,0,日常消费,暂无,39618.00,11494.09,10000.00,19134.45
127961682,女,27,2015/11/24,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,12,3,9,0,日常消费,暂无,3505.00,0.00,3505.00,4266.51
127961683,男,37,2017/01/22,无,无,无,暂未提供,日常消费,薪资收入,私营业主,15000及以上,暂未提供,6,33,33,0,0,日常消费,暂无,11150.00,0.00,4000.00,5162.46
127961684,女,32,2016/07/09,无,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,10,42,33,8,0,装修,暂无,27800.00,5618.23,7000.00,18251.85
127961687,男,33,2017/12/15,无,无,无,暂未提供,医疗,经营收入,私营业主,15000及以上,暂未提供,1,8,4,4,0,医疗,暂无,2500.00,1066.36,2500.00,3399.08
127961689,男,25,2016/09/02,专科,成都理工大学工程技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"1,833.00",7,38,37,1,0,日常消费,暂无,7876.00,1683.89,2000.00,4928.78
127961691,男,23,2016/11/21,无,无,无,暂未提供,医疗,经营收入,公务员,5000-8000（含5000）,暂未提供,7,47,40,7,0,医疗,暂无,12687.00,5129.20,5000.00,9345.82
127961694,男,40,2017/10/12,本科,辽宁工程技术大学,普通,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,8,24,22,2,0,日常消费,暂无,33353.00,21971.27,20000.00,25370.40
127961699,男,26,2015/07/07,专科,重庆航天职业技术学院,成人,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,5,36,10,22,0,日常消费,暂无,18027.00,6015.97,6980.00,8719.74
127961700,男,25,2018/07/07,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,2,1,1,0,日常消费,暂无,8050.00,8858.80,8050.00,10630.56
127961701,男,20,2017/03/30,无,无,无,暂未提供,旅游,薪资收入,暂未提供,15000及以上,暂未提供,3,8,8,0,0,旅游,暂无,3150.00,390.54,1050.00,1234.62
127961704,女,24,2016/11/19,无,无,无,暂未提供,医疗,经营收入,私营业主,8000-15000（含8000）,"1,907.00",1,3,3,0,0,医疗,暂无,2000.00,2039.94,2000.00,2719.92
127961705,女,29,2016/11/17,无,无,无,暂未提供,日常消费,经营收入,暂未提供,15000及以上,暂未提供,7,55,54,1,0,日常消费,暂无,20666.00,452.03,5434.00,10430.78
127961707,男,28,2017/03/25,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,"3,100.00",5,24,12,9,0,日常消费,暂无,7647.00,1268.40,2400.00,4287.96
127961708,男,25,2015/12/29,专科,海南工商职业学院,普通,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,暂未提供,1,3,2,1,0,日常消费,暂无,1000.00,0.00,1000.00,1217.32
127961709,男,37,2016/02/29,无,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,8,6,2,0,装修,暂无,1650.00,0.00,1000.00,1796.50
127961710,女,21,2017/12/08,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"5,333.00",2,7,7,0,0,日常消费,暂无,4902.00,3373.86,4000.00,4928.82
127961711,男,45,2016/01/12,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,5,39,38,1,0,日常消费,暂无,30933.00,3031.22,11539.00,14390.52
127961713,男,23,2018/05/08,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"12,625.00",0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961714,男,28,2018/02/12,无,无,无,暂未提供,医疗,薪资收入,私营业主,5000-8000（含5000）,暂未提供,0,0,0,0,0,医疗,暂无,0.00,0.00,0.00,0.00
127961715,男,21,2017/10/10,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,"1,800.00",1,5,4,1,0,医疗,暂无,1800.00,1343.51,1800.00,2447.89
127961716,男,33,2017/08/07,无,无,无,暂未提供,日常消费,个人存款,私营业主,5000-8000（含5000）,暂未提供,1,3,2,1,0,日常消费,暂无,1250.00,0.00,1250.00,1477.98
127961717,男,37,2017/10/13,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,"4,555.00",3,11,7,4,0,日常消费,暂无,4244.00,462.70,2000.00,2190.72
127961718,男,30,2015/01/05,无,无,无,暂未提供,兼职创业,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,9,5,4,0,兼职创业,暂无,4000.00,0.00,2000.00,2324.64
127961719,女,20,2018/04/04,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,5,3,1,0,日常消费,暂无,500.00,120.01,500.00,589.88
127961721,男,21,2018/01/30,无,无,无,暂未提供,旅游,个人存款,私营业主,2000-5000（含2000）,"13,763.00",5,19,17,2,0,旅游,暂无,10838.00,3859.12,4500.00,5424.01
127961722,男,21,2018/07/03,无,无,无,暂未提供,兼职创业,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,2,2,0,0,兼职创业,暂无,1000.00,786.60,1000.00,1179.90
127961728,女,33,2016/02/04,无,无,无,暂未提供,旅游,个人存款,私营业主,2000-5000（含2000）,暂未提供,3,24,22,2,0,旅游,暂无,9306.00,1781.37,5500.00,6618.36
127961729,男,40,2017/01/15,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,4,30,29,1,0,日常消费,暂无,17640.00,0.00,7700.00,8648.04
127961730,男,29,2018/07/06,无,无,无,暂未提供,生产经营,投资收入,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,生产经营,暂无,2100.00,1238.97,2100.00,2477.94
127961731,女,32,2017/12/23,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"5,563.00",3,15,15,0,0,日常消费,暂无,14063.00,0.00,11500.00,14373.18
127961734,男,31,2018/09/05,无,无,无,暂未提供,医疗,薪资收入,私营业主,15000及以上,"125,226.00",0,0,0,0,0,医疗,暂无,0.00,0.00,0.00,0.00
127961735,男,25,2015/06/27,无,无,无,暂未提供,兼职创业,经营收入,私营业主,8000-15000（含8000）,暂未提供,8,35,23,12,0,兼职创业,暂无,35000.00,12414.72,13500.00,16013.40
127961736,男,32,2016/06/22,专科,湖南涉外经济学院,普通,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,15,60,26,34,0,医疗,暂无,35911.00,0.00,5875.00,8171.47
127961738,女,21,2018/02/07,无,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,4,22,9,9,0,旅游,暂无,8027.00,3817.40,4401.00,7635.68
127961739,女,33,2017/08/17,无,无,无,暂未提供,装修,经营收入,私营业主,15000及以上,"75,487.00",2,16,16,0,0,装修,暂无,9984.00,3230.24,5800.00,7246.82
127961743,男,33,2015/04/18,无,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,"4,783.00",28,164,164,0,0,日常消费,暂无,71398.00,5915.18,5053.00,20408.01
127961744,男,24,2016/12/28,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,日常消费,暂无,1000.00,589.92,1000.00,1179.84
127961745,男,35,2017/03/03,无,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,3,15,15,0,0,装修,暂无,7300.00,0.00,4300.00,4912.02
127961746,女,25,2017/08/08,无,无,无,暂未提供,旅游,个人存款,暂未提供,8000-15000（含8000）,暂未提供,10,38,34,4,0,旅游,暂无,40706.00,5970.47,11000.00,12959.55
127961747,女,28,2018/02/08,无,无,无,暂未提供,旅游,个人存款,私营业主,8000-15000（含8000）,暂未提供,1,6,6,0,0,旅游,暂无,1500.00,0.00,1500.00,2039.91
127961748,男,29,2016/10/25,专科,兰州大学,网络教育,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,15,1,14,0,医疗,暂无,14000.00,0.00,7000.00,8266.20
127961749,女,25,2017/11/07,专科,海南工商职业学院,普通全日制,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,"42,932.00",2,11,11,0,0,日常消费,暂无,9939.00,4182.35,8000.00,10877.64
127961750,男,36,2018/07/01,无,无,无,暂未提供,旅游,薪资收入,私营业主,2000-5000（含2000）,"5,208.00",1,2,2,0,0,旅游,暂无,1700.00,1337.20,1700.00,2005.80
127961751,男,23,2016/07/05,专科,沈阳广播电视大学,成人,暂未提供,装修,经营收入,暂未提供,5000-8000（含5000）,"4,700.00",3,26,26,0,0,装修,暂无,11737.00,485.90,5792.00,11328.96
127961753,男,21,2017/04/09,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"1,563.00",1,2,1,1,0,日常消费,暂无,4250.00,3343.32,4250.00,5014.98
127961756,男,42,2016/09/28,无,无,无,暂未提供,装修,经营收入,暂未提供,5000-8000（含5000）,"59,537.00",1,6,6,0,0,装修,暂无,1000.00,0.00,1000.00,1162.32
127961757,男,27,2017/05/25,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,4,6,6,0,0,日常消费,暂无,3900.00,0.00,1000.00,2007.45
127961759,男,43,2017/03/23,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,4,20,17,3,0,旅游,暂无,11323.00,1585.48,5600.00,6055.41
127961760,男,27,2017/10/05,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,9,42,40,2,0,日常消费,暂无,25778.00,8920.08,8000.00,10832.90
127961761,女,21,2018/06/14,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961762,男,19,2017/08/12,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,13,29,28,1,0,日常消费,暂无,11744.00,0.00,2000.00,6930.27
127961766,男,31,2017/03/25,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,1,3,2,1,0,日常消费,暂无,3000.00,0.00,3000.00,3515.22
127961767,男,42,2014/05/15,无,无,无,暂未提供,日常消费,个人存款,私营业主,15000及以上,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961768,男,36,2016/09/08,无,无,无,暂未提供,医疗,经营收入,私营业主,5000-8000（含5000）,暂未提供,6,33,31,2,0,医疗,暂无,6474.00,0.00,1804.00,3492.75
127961769,男,25,2017/01/14,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,2,14,3,11,0,日常消费,暂无,10300.00,0.00,9500.00,11483.99
127961770,男,27,2016/06/13,专科,江苏广播电视大学,脱产,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,"7,500.00",18,88,86,1,0,日常消费,暂无,46463.00,8363.52,11000.00,15230.01
127961771,男,41,2017/01/03,无,无,无,暂未提供,日常消费,个人存款,暂未提供,8000-15000（含8000）,暂未提供,1,6,3,3,0,日常消费,暂无,4000.00,0.00,4000.00,4810.59
127961773,男,30,2016/06/12,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,4,21,18,3,0,日常消费,暂无,9722.00,0.00,3523.00,5667.42
127961777,女,34,2017/10/29,无,无,无,暂未提供,兼职创业,投资收入,私营业主,2000-5000（含2000）,暂未提供,3,13,11,2,0,兼职创业,暂无,9453.00,1867.59,4000.00,5071.44
127961778,男,23,2017/08/01,专科,宁夏建设职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"6,419.00",4,23,19,4,0,日常消费,暂无,6125.00,0.00,2200.00,3731.16
127961779,男,26,2017/05/03,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,1,10,9,1,0,日常消费,暂无,5000.00,0.00,5000.00,6080.88
127961780,男,27,2016/08/30,无,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,暂未提供,1,6,1,2,3,日常消费,暂无,600.00,0.00,600.00,777.50
127961782,女,26,2017/09/17,专科,国家开放大学,开放教育,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"15,654.00",5,4,4,0,0,日常消费,暂无,12000.00,13555.79,3000.00,13555.79
127961784,男,31,2015/10/07,无,无,无,暂未提供,装修,经营收入,暂未提供,5000-8000（含5000）,暂未提供,2,15,9,5,1,装修,暂无,10488.00,0.00,7288.00,3881.22
127961785,男,22,2016/05/01,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,1,1,0,0,日常消费,暂无,1500.00,0.00,1500.00,1738.74
127961786,男,31,2016/12/20,无,无,无,暂未提供,医疗,经营收入,私营业主,8000-15000（含8000）,暂未提供,15,80,78,2,0,医疗,暂无,45636.00,1447.88,6750.00,16383.92
127961788,女,23,2016/10/04,专科,石家庄幼儿师范高等专科学校,普通,暂未提供,生产经营,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,12,12,0,0,生产经营,暂无,8000.00,0.00,8000.00,8985.00
127961789,女,23,2017/08/12,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,13,13,0,0,日常消费,暂无,5500.00,0.00,2100.00,3165.89
127961790,男,23,2017/07/29,无,无,无,暂未提供,生产经营,薪资收入,私营业主,2000-5000（含2000）,"8,600.00",4,8,7,1,0,生产经营,暂无,4910.00,0.00,2250.00,2559.58
127961791,男,42,2015/04/11,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,10,67,62,4,0,旅游,暂无,27425.00,0.00,8424.00,17924.15
127961792,女,30,2018/04/02,无,无,无,暂未提供,兼职创业,个人存款,暂未提供,2000-5000（含2000）,暂未提供,3,10,9,1,0,兼职创业,暂无,10058.00,7316.09,8000.00,9822.12
127961793,男,26,2018/06/12,无,无,无,暂未提供,兼职创业,经营收入,私营业主,8000-15000（含8000）,暂未提供,1,2,2,0,0,兼职创业,暂无,14900.00,11720.48,14900.00,17580.72
127961794,男,35,2017/09/30,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,1,5,5,0,0,日常消费,暂无,6000.00,4391.73,6000.00,8158.68
127961795,男,27,2018/02/08,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"34,756.00",2,10,10,0,0,日常消费,暂无,7912.00,7886.59,5912.00,9841.32
127961798,男,50,2015/12/25,无,无,无,暂未提供,日常消费,个人存款,私营业主,5000-8000（含5000）,暂未提供,14,128,84,39,0,日常消费,暂无,47180.00,13795.63,6475.00,21641.00
127961800,男,23,2017/07/06,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,13,69,68,1,0,日常消费,暂无,14328.00,2068.21,2200.00,6448.97
127961801,女,22,2015/12/16,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000以下,"3,000.00",1,7,6,1,0,日常消费,暂无,1000.00,0.00,1000.00,1359.90
127961802,男,37,2017/07/19,无,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,"9,959.00",6,34,29,5,0,日常消费,暂无,20331.00,1867.58,5021.00,10710.69
127961804,男,31,2017/06/30,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,1,4,4,0,0,日常消费,暂无,3500.00,3044.00,3500.00,4759.90
127961805,女,28,2015/12/15,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,22,90,88,2,0,日常消费,暂无,131741.00,34524.54,26343.00,40230.93
127961806,男,18,2018/03/27,无,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961807,男,25,2017/04/11,无,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,"7,774.00",7,43,43,0,0,日常消费,暂无,12442.00,3017.85,4565.00,5797.32
127961808,女,24,2016/12/07,专科,唐山职业技术学院,普通,暂未提供,兼职创业,薪资收入,暂未提供,5000-8000（含5000）,"2,700.00",13,82,82,0,0,兼职创业,暂无,32977.00,8867.91,10000.00,14542.38
127961810,女,24,2015/08/30,无,无,无,暂未提供,日常消费,薪资收入,私营业主,15000及以上,暂未提供,1,12,6,6,0,日常消费,暂无,2000.00,0.00,2000.00,1772.46
127961814,男,23,2018/04/13,无,无,无,无逾期,生产经营,投资收入,暂未提供,2000-5000（含2000）,"1,390.00",2,15,15,0,0,生产经营,暂无,5020.00,0.00,2520.00,3398.82
127961815,男,25,2017/12/19,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,2,2,0,0,日常消费,暂无,3800.00,2989.20,3800.00,4483.80
127961816,女,22,2017/06/02,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,4,5,5,0,0,日常消费,暂无,8284.00,3809.80,4250.00,5071.20
127961817,女,36,2017/11/10,专科,广西中医学院,普通,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,3,10,10,0,0,日常消费,暂无,6000.00,1071.15,3000.00,3860.01
127961819,女,30,2016/05/17,本科,中国地质大学(武汉),网络教育,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,22,73,69,0,0,装修,暂无,49824.00,0.00,8000.00,14575.71
127961820,男,24,2017/10/21,专科,甘肃畜牧工程职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,3,17,16,1,0,日常消费,暂无,3703.00,1794.73,2500.00,3399.10
127961821,男,21,2016/10/21,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,5,29,29,0,0,装修,暂无,8470.00,0.00,3250.00,3902.15
127961822,男,35,2016/06/11,专科,武汉商贸职业学院,普通,暂未提供,装修,经营收入,暂未提供,8000-15000（含8000）,"10,106.00",1,6,6,0,0,装修,暂无,3900.00,0.00,3900.00,4650.06
127961825,女,29,2017/05/10,无,无,无,无逾期,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"21,606.00",2,10,9,1,0,日常消费,暂无,13300.00,1635.02,7000.00,7987.59
127961826,男,27,2018/06/03,无,无,无,暂未提供,生产经营,经营收入,私营业主,5000-8000（含5000）,暂未提供,1,3,3,0,0,生产经营,暂无,4000.00,2359.86,4000.00,4719.72
127961827,男,34,2018/02/01,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,7,4,3,0,日常消费,暂无,1000.00,533.15,1000.00,1359.56
127961828,男,31,2017/08/03,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,1,1,1,0,0,日常消费,暂无,1000.00,0.00,1000.00,1175.01
127961830,男,20,2018/06/21,无,无,无,无逾期,日常消费,个人存款,暂未提供,2000以下,"3,763.00",1,2,2,0,0,日常消费,暂无,1000.00,0.00,1000.00,1359.96
127961831,男,33,2016/06/02,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,2,12,12,0,0,日常消费,暂无,1600.00,0.00,1600.00,1848.50
127961833,女,27,2017/04/16,专科,福建广播电视大学,成人,有逾期,信用卡,生产经营,薪资收入,私营业主,5000-8000（含5000）,12,48,48,0,0,生产经营,暂无,57895.00,0.00,9320.00,11726.37
127961834,女,26,2017/05/22,本科,山西农业大学,普通,暂未提供,兼职创业,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,11,72,72,0,0,兼职创业,暂无,21507.00,3705.20,6000.00,11713.51
127961835,男,26,2017/10/03,专科,徽商职业学院,普通,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,7,50,48,2,0,日常消费,暂无,17104.00,6002.12,4404.00,13537.83
127961836,男,33,2018/05/05,本科,广东海洋大学,普通,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,"13,000.00",1,2,2,0,0,日常消费,暂无,6840.00,5380.60,6840.00,8070.90
127961837,男,30,2016/11/22,专科,湖北财税职业学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,13,10,3,0,日常消费,暂无,6200.00,0.00,5000.00,5896.93
127961838,男,24,2014/05/11,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,7,3,4,0,装修,暂无,1000.00,0.00,1000.00,0.00
127961839,男,22,2017/06/23,无,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,"5,163.00",1,12,11,1,0,日常消费,暂无,2100.00,0.00,2100.00,2595.96
127961840,女,26,2015/11/05,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,13,102,60,40,0,日常消费,暂无,40757.00,0.00,5500.00,15928.81
127961841,女,27,2018/05/24,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,1,2,1,1,0,日常消费,暂无,4940.00,3885.96,4940.00,5865.02
127961842,男,21,2018/03/13,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,2,1,0,日常消费,暂无,1000.00,1079.85,1000.00,1305.82
127961844,男,40,2016/02/22,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,12,11,1,0,装修,暂无,2600.00,0.00,2600.00,3213.96
127961846,男,25,2016/04/22,无,无,无,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,暂未提供,16,56,41,3,0,日常消费,暂无,32328.00,0.00,9000.00,11608.08
127961848,男,24,2016/10/18,本科,西南科技大学,自考,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,18,76,74,2,0,医疗,暂无,34624.00,5955.59,9132.00,13095.54
127961849,女,28,2016/12/06,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,9,7,2,0,日常消费,暂无,2000.00,0.00,2000.00,2382.61
127961852,男,44,2017/03/14,无,无,无,暂未提供,医疗,薪资收入,私营业主,15000及以上,"81,077.00",1,4,4,0,0,医疗,暂无,3000.00,2609.12,3000.00,4079.90
127961853,男,22,2017/01/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961855,男,26,2018/01/16,无,无,无,暂未提供,生产经营,经营收入,暂未提供,5000-8000（含5000）,暂未提供,3,5,3,2,0,生产经营,暂无,14519.00,14776.14,8597.00,16567.42
127961857,女,31,2017/10/13,无,无,无,暂未提供,日常消费,薪资收入,工薪族,暂未提供,"14,481.00",0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961858,女,26,2016/12/27,本科,西安欧亚学院,普通,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,"1,795.00",5,31,26,5,0,医疗,暂无,11202.00,2577.77,5000.00,5848.47
127961860,男,23,2018/03/22,无,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,医疗,暂无,4000.00,4306.05,4000.00,5220.06
127961862,男,42,2017/06/13,无,无,无,暂未提供,装修,薪资收入,私营业主,5000-8000（含5000）,"6,031.00",0,0,0,0,0,装修,暂无,0.00,0.00,0.00,0.00
127961863,男,31,2016/10/26,无,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,6,21,18,3,0,旅游,暂无,7979.00,424.08,2570.00,3085.10
127961864,男,22,2015/11/10,无,无,无,暂未提供,生产经营,经营收入,暂未提供,5000-8000（含5000）,暂未提供,1,6,6,0,0,生产经营,暂无,5500.00,0.00,5500.00,6280.26
127961866,女,20,2018/06/05,无,无,无,暂未提供,医疗,个人存款,暂未提供,2000-5000（含2000）,暂未提供,1,3,2,1,0,医疗,暂无,750.00,0.00,750.00,884.88
127961867,男,41,2016/12/27,无,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,"10,056.00",1,3,3,0,0,医疗,暂无,5000.00,2949.90,5000.00,5899.80
127961869,男,35,2017/09/18,无,无,无,暂未提供,日常消费,投资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,日常消费,暂无,1500.00,884.91,1500.00,1769.82
127961871,男,37,2016/12/08,无,无,无,暂未提供,生产经营,经营收入,私营业主,8000-15000（含8000）,暂未提供,8,59,59,0,0,生产经营,暂无,34141.00,0.00,6676.00,14761.38
127961872,男,35,2016/04/12,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,7,36,26,10,0,日常消费,暂无,11938.00,0.00,3500.00,4068.12
127961876,男,25,2016/06/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,2,2,0,0,日常消费,暂无,1300.00,0.00,1300.00,1533.84
127961877,女,19,2017/04/24,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,3,24,24,0,0,医疗,暂无,2054.00,198.18,750.00,972.00
127961879,女,33,2016/12/23,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,"218,101.00",0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127961881,男,25,2016/09/08,专科,内蒙古化工职业学院,普通,暂未提供,日常消费,投资收入,私营业主,2000-5000（含2000）,暂未提供,1,2,1,1,0,日常消费,暂无,5000.00,5816.00,5000.00,6543.00
127961882,男,31,2015/09/22,专科,哈尔滨理工大学,成人,暂未提供,装修,经营收入,私营业主,5000-8000（含5000）,"92,732.00",2,11,11,0,0,装修,暂无,8152.00,0.00,6500.00,7710.12
127961884,女,24,2016/06/08,专科,渭南职业技术学院,普通,有逾期,信用卡,日常消费,薪资收入,暂未提供,2000-5000（含2000）,10,60,47,13,0,日常消费,暂无,16816.00,0.00,3334.00,7598.27
127961886,男,41,2017/06/19,无,无,无,暂未提供,装修,经营收入,私营业主,8000-15000（含8000）,暂未提供,10,56,51,5,0,装修,暂无,11488.00,1361.95,2800.00,4318.24
127961887,男,29,2017/02/19,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,"6,500.00",1,3,3,0,0,装修,暂无,2000.00,1179.93,2000.00,2359.86
127961888,男,30,2016/08/18,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,8,5,3,0,日常消费,暂无,5000.00,0.00,2500.00,2725.95
127961891,男,24,2016/05/20,无,无,无,暂未提供,装修,个人存款,暂未提供,2000-5000（含2000）,"3,972.00",1,6,6,0,0,装修,暂无,1500.00,997.32,1500.00,2039.64
