ID,性别,年龄,文化程度,收入情况,还款来源,征信记录,借款用途,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127922374,1,24,0,4,9,2,6,0,3,21,21,0,0,9900,493.08,6500,7694.75
127922377,1,20,0,3,9,0,1,0,1,6,6,0,0,500,0,500,600.12
127922378,1,26,1,3,9,0,1,0,1,3,3,0,0,1000,0,1000,1359.64
127922379,1,21,0,2,9,0,1,0,1,2,2,0,0,1200,435.99,1200,1307.97
127922381,0,35,0,5,7,0,6,179129,8,72,71,1,0,49904,1875.23,18000,32692.06
127922383,1,33,0,3,3,0,1,0,8,29,29,0,0,17138,0,5000,7677.16
127922384,0,24,1,4,9,0,1,0,5,34,34,0,0,35445,11330.84,20000,23320.98
127922388,1,27,0,2,3,0,1,83001,3,13,13,0,0,28000,0,12000,14200.46
127922389,1,31,0,4,3,0,8,10940,0,0,0,0,0,0,0,0,0
127922391,1,31,1,3,9,0,2,12000,1,6,3,1,0,9500,0,9500,10578.11
127922392,1,32,0,2,9,0,1,1375,2,9,8,1,0,2995,0,1800,2109.12
127922394,1,32,0,2,3,0,6,0,10,60,52,1,0,15610,3409.42,3700,6971.05
127922397,1,23,1,3,9,0,1,0,3,13,11,1,0,11196,3441.75,5200,6603.33
127922398,1,28,0,3,3,0,1,0,8,44,39,1,0,12485,3640.73,3000,9348.25
127922399,1,30,0,3,9,0,6,0,1,3,2,1,0,1500,884.91,1500,1769.82
127922400,0,32,0,3,3,0,1,0,7,38,31,1,0,21905,879.3,7200,9327.92
127922403,1,41,0,3,9,0,1,0,13,65,56,1,0,26594,9364.17,6105,10901.71
127922404,1,26,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0
127922405,1,27,0,2,9,0,3,667,1,3,3,0,0,1000,0,1000,1089.93
127922407,1,25,0,2,9,0,3,0,3,14,14,0,0,3607,2077.08,1500,3731.28
127922408,0,19,0,2,9,0,3,0,3,15,14,1,0,3204,443.98,1250,1584.81
127922412,1,24,0,3,9,0,1,0,9,47,46,1,0,15156,6226.23,3827,8741.36
127922415,1,30,0,3,3,0,1,0,1,4,1,1,0,1800,1535.44,1800,2447.89
127922417,0,21,0,1,9,0,1,12975,2,9,8,1,0,5572,3936.96,2800,6030.18
127922418,0,28,0,3,9,0,1,0,2,17,16,1,0,10500,2642.44,5500,6380.84
127922419,1,23,1,3,9,0,3,0,7,32,21,1,0,45896,0,14000,16947.64
127922421,1,21,0,2,9,0,4,10268,0,0,0,0,0,0,0,0,0
127922422,1,37,0,4,1,0,4,0,1,12,10,1,0,20000,0,20000,22232.16
127922424,1,24,0,3,9,0,2,2500,0,0,0,0,0,0,0,0,0
127922426,0,35,2,5,3,0,2,56115,19,102,85,1,0,85819,13359.21,15000,19644.64
127922429,0,41,0,3,9,0,6,5864,4,18,14,1,0,29929,0,13400,14192.4
127922430,1,27,0,4,3,0,6,46993,11,76,60,1,0,74030,6858.04,18000,15162.21
127922431,1,27,1,4,3,0,6,0,11,77,45,1,0,40027,0,15000,19236
127922432,1,29,0,4,9,0,6,3350,0,0,0,0,0,0,0,0,0
127922437,0,22,1,1,9,0,1,0,3,10,10,0,0,6821,4894.41,5000,6798.84
127922438,1,28,0,4,3,0,8,0,7,49,22,1,0,13021,2948.5,2800,5589.36
127922439,1,21,0,2,9,0,1,0,2,6,5,1,0,1000,862.14,500,1182.75
127922440,1,32,1,4,3,0,6,0,10,51,47,1,0,28533,4725.19,9400,11106.97
127922441,1,31,0,3,9,0,2,0,1,8,7,1,0,1000,426.52,1000,1359.56
127922443,1,22,0,2,9,0,1,0,7,24,15,1,0,6150,0,1500,2081.16
127922445,1,27,1,3,3,0,1,0,6,20,15,1,0,34748,0,6900,7749.6
127922446,1,32,0,4,9,0,1,0,2,10,8,1,0,14400,4781.12,8000,8894.94
127922448,1,22,0,1,9,0,1,0,1,5,3,1,0,1000,0,1000,1206.03
127922452,1,20,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
127922454,1,27,0,3,3,0,3,0,3,9,8,1,0,4216,0,1900,2216.79
127922455,0,21,0,3,9,0,1,0,3,25,24,1,0,7092,676.58,4485,6287.22
127922460,0,20,0,2,9,0,1,0,7,36,19,1,0,12015,3888.69,3231,5973.98
127922462,1,34,0,3,3,0,1,0,6,40,34,1,0,9846,2115.03,3100,4631.86
127922463,0,30,1,4,9,0,1,0,1,2,2,0,0,12000,12945.8,12000,15534.96
127922466,1,27,0,4,3,0,2,0,3,11,11,0,0,7700,3046.39,4000,6203.93
127922467,0,24,1,3,3,0,1,0,5,26,18,1,0,4902,679.56,2000,2324.64
127922468,0,21,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0
127922469,1,23,2,2,9,0,1,12907,1,2,2,0,0,2000,2266.6,2000,2719.92
127922471,1,25,1,4,9,2,6,0,21,174,169,1,0,71580,0,9015,18327.56
127922472,1,37,2,3,11,1,5,0,3,17,16,1,0,6600,3506.56,5000,7327.24
127922473,0,38,0,2,9,0,8,102861,18,148,146,1,0,99524,19066.92,19309,38459.11
127922474,1,32,1,4,9,0,1,0,1,7,7,0,0,1000,554,1000,1359.6
127922475,1,23,0,2,9,0,6,0,18,128,128,0,0,24780,6620.55,2679,11323.58
127922477,1,39,1,3,1,0,2,7689,6,36,33,1,0,12754,2862.5,6500,8076.59
127922478,1,19,0,2,9,0,4,0,1,7,7,0,0,2000,1108.1,2000,2437.82
127922480,1,41,0,2,9,0,6,0,2,12,12,0,0,2986,0,2000,2284.62
127922481,1,21,0,2,9,0,1,0,6,16,12,1,0,5557,0,2000,3996.84
127922484,1,48,0,3,3,0,6,40700,4,33,32,1,0,14598,1907.28,7349,10197.03
127922487,1,32,0,2,3,0,2,0,1,1,1,0,0,5500,0,5500,6688.92
127922488,0,22,0,2,3,0,3,0,3,15,14,1,0,3000,133.65,1000,2152.44
127922494,1,38,0,3,9,0,1,6384,3,15,15,0,0,5530,1659.3,2530,3160.53
127922495,1,19,0,2,1,0,1,0,1,3,3,0,0,650,0,650,883.92
127922496,1,22,0,2,9,2,2,0,1,5,4,1,0,1000,731.85,1000,1359.6
127922497,0,21,0,2,9,0,1,0,11,91,81,1,0,13265,3828.98,2700,5438.55
127922498,0,22,0,4,3,0,1,8074,8,36,36,0,0,31081,12647.45,13400,16221.72
127922499,1,27,1,4,9,0,6,14011,11,76,53,1,0,46219,5330.4,10000,14004
127922500,0,26,0,3,3,0,1,0,5,16,16,0,0,13338,0,5000,8295.02
127922501,1,49,0,2,1,0,1,0,2,9,9,0,0,4959,3806.96,4000,5438.16
127922503,1,26,0,2,1,0,3,3200,0,0,0,0,0,0,0,0,0
127922505,1,25,0,4,9,0,1,0,1,2,1,1,0,3600,2831.8,3600,4247.7
127922506,1,26,0,2,9,0,1,0,4,4,4,0,0,6000,0,1500,1634.91
127922507,1,18,0,2,9,0,1,0,1,1,1,0,0,600,0,600,707.94
127922508,0,28,0,3,9,0,4,133097,4,16,7,1,0,11731,3754.56,4000,5101.97
127922510,0,22,1,3,9,0,6,0,1,2,1,1,0,8000,8985.2,8000,10782.24
127922511,1,18,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
127922512,1,35,0,3,9,0,6,0,1,12,7,1,1,1100,0,1100,1364.38
127922514,1,28,0,4,9,0,1,1119,17,92,69,1,0,30507,5062.79,4501,8421.57
127922516,1,21,0,3,9,0,3,0,8,43,33,1,0,7443,1710.49,2500,4601.22
127922517,1,28,0,3,9,0,1,10653,3,13,10,1,0,4203,0,2100,2399.32
127922519,1,28,0,3,1,0,1,0,4,15,9,1,0,3572,1328.89,1000,2126.58
127922520,1,27,1,2,9,0,1,0,22,164,163,1,0,58375,14450.43,8000,17262.11
127922521,1,26,0,4,9,0,1,0,1,3,3,0,0,3000,0,3000,3500.22
127922522,1,24,0,4,9,0,1,0,6,56,41,1,0,6965,0,2158,4493.31
127922523,1,30,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0
127922525,1,24,0,3,7,0,6,15609,12,46,33,1,0,18974,2541.54,3583,6442.69
127922526,0,37,0,2,9,0,1,349341,0,0,0,0,0,0,0,0,0
127922527,1,21,1,3,9,0,1,0,15,38,38,0,0,39878,0,4750,5403.26
127922528,1,32,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0
127922530,1,26,1,2,9,0,3,0,7,45,16,1,0,36481,0,8500,9495.28
127922532,1,30,0,2,9,0,1,4506,1,12,4,1,1,1000,0,1000,1288.84
127922534,1,22,0,5,9,0,4,87404,8,42,33,1,0,31075,6896.15,15304,25605.41
127922535,1,27,0,3,9,0,3,0,2,9,3,1,0,4000,884.76,2000,2714.28
127922539,1,23,0,2,9,0,1,0,1,5,3,1,0,1400,1110.55,1400,1928.88
127922542,1,27,0,2,9,0,1,0,1,4,1,1,0,700,0,700,719.8
127922544,1,31,0,2,9,0,1,15673,1,8,8,0,0,1000,0,1000,1304.88
127922545,1,35,0,4,3,0,1,0,3,14,12,1,0,18000,7931.05,7000,15235.86
127922547,1,28,2,2,9,0,1,0,2,8,7,1,0,8500,5863.68,5500,7478.34
127922550,1,46,0,2,9,0,3,0,1,2,2,0,0,2000,0,2000,2719.92
127922557,0,21,0,2,9,0,1,1000,0,0,0,0,0,0,0,0,0
127922558,1,29,1,2,1,0,1,0,2,18,16,1,0,12600,0,10000,11231.28
127922563,1,26,0,3,1,0,1,0,1,5,5,0,0,6500,4757.62,6500,8838.42
127922565,1,31,0,2,9,0,1,0,2,12,12,0,0,4992,0,3000,3702.9
127922566,1,27,1,2,9,0,3,40042,1,4,4,0,0,9500,7801.76,9500,11702.64
127922567,0,25,1,2,9,0,1,0,11,72,54,1,0,22797,784.3,4100,11991.9
127922568,1,27,0,2,9,2,1,3000,15,96,96,0,0,26723,10680.02,3700,15842.53
127922569,1,24,0,2,9,0,6,0,3,24,20,1,0,3512,0,1912,3492.12
127922570,1,25,0,2,9,0,1,0,1,1,1,0,0,1500,0,1500,1833.48
127922572,1,33,0,2,3,0,1,0,6,41,40,1,0,16187,2438.98,5500,6984.27
127922573,0,37,0,4,9,0,6,36293,0,0,0,0,0,0,0,0,0
127922575,1,31,0,3,9,0,4,0,1,2,1,1,0,2500,908.32,2500,2762.2
127922576,1,29,0,2,9,0,1,0,1,12,6,1,0,1000,0,1000,1359.64
127922577,1,34,1,3,9,2,1,0,1,6,6,0,0,2450,0,2450,2994.66
127922579,0,26,0,2,1,0,1,12052,33,279,193,1,0,76853,10907.9,5649,16639.4
127922580,0,33,0,3,3,0,1,0,24,163,163,0,0,70341,14989.61,7857,21761
127922581,1,31,0,4,3,0,6,0,5,30,24,1,0,8821,0,2321,4295.26
127922582,0,31,1,3,9,0,1,33129,6,21,21,0,0,24806,8652.3,9860,11676.72
127922583,0,33,0,3,3,0,1,48533,6,11,11,0,0,10737,3108.31,3500,4079.43
127922586,0,23,0,3,3,0,6,0,1,3,2,1,0,2700,1592.91,2700,3211.12
127922587,1,38,0,2,9,0,1,0,1,3,3,0,0,1300,766.92,1300,1533.84
127922588,0,25,0,2,9,0,6,7860,3,16,14,1,0,5360,2644.1,4000,5438.68
127922592,1,28,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0
127922593,1,27,0,4,3,0,1,0,3,21,9,1,1,11100,3303.66,4200,5333.49
127922595,1,33,0,3,9,0,1,0,1,3,3,0,0,1000,0,1000,1359.9
127922596,1,19,0,2,1,0,1,6411,0,0,0,0,0,0,0,0,0
127922598,1,26,0,3,7,0,2,15352,29,109,109,0,0,38200,0,5000,15234.96
127922600,1,30,1,3,9,0,1,0,6,28,23,1,0,25906,0,16000,18195.06
127922603,0,28,0,4,3,0,3,0,7,43,20,1,0,51576,5988.41,18000,22669.85
127922604,0,45,0,4,3,0,1,0,1,2,2,0,0,2850,2241.96,2850,3362.94
127922606,0,42,0,2,3,0,3,33866,5,11,10,1,0,9150,0,3000,3502.36
127922609,0,40,1,2,9,0,1,0,1,6,6,0,0,8000,0,8000,8894.94
127922610,0,25,0,3,9,0,8,0,1,3,2,1,0,2000,1179.93,2000,2359.86
127922611,1,29,0,3,9,0,6,0,2,2,2,0,0,4000,4721.38,3500,4721.38
127922612,0,27,0,4,9,0,6,0,22,146,133,1,0,48912,11596.31,5500,15447.41
127922613,1,26,0,2,9,0,1,0,1,0,0,0,0,1500,1769.88,1500,1769.88
127922614,0,32,0,5,9,0,1,14333,2,4,3,1,0,7963,5715.13,6000,7248.44
127922617,1,27,0,3,9,2,1,0,16,140,138,1,0,53308,8414.78,6198,21919.17
127922619,1,21,0,2,1,0,1,12422,1,4,4,0,0,1000,852.96,1000,1359.85
127922620,1,24,0,3,9,0,3,0,7,66,60,1,0,11000,457.47,2000,5220.8
127922621,1,30,0,1,1,0,6,2127,7,35,25,1,0,7095,1170.23,2500,2955.84
127922623,1,50,0,3,9,0,1,0,6,56,52,1,0,47915,3625.95,20383,35031.86
127922624,1,30,1,3,11,1,5,0,17,95,76,1,0,40291,4232.46,10000,10671.36
127922626,0,35,0,5,9,0,1,0,4,26,25,1,0,11595,4684.29,4960,6235.23
127922627,1,24,0,5,9,0,1,0,1,3,2,1,0,1000,0,1000,1123.38
127922633,1,32,0,2,9,0,3,0,10,38,33,1,0,16334,1925.47,4400,5192.05
127922635,1,31,1,3,3,0,2,0,10,49,42,1,0,20621,3357.52,4010,6752.19
127922638,1,23,1,5,9,0,3,5000,12,50,45,1,0,36345,11121.64,7585,12146.61
127922639,1,28,0,2,9,0,1,0,1,6,2,1,0,3000,0,3000,3396.96
127922640,0,39,0,3,3,0,1,0,1,2,2,0,0,2500,1966.64,2500,2949.96
127922641,1,46,0,2,9,0,3,0,7,45,36,1,0,8302,1076.16,2000,4235.81
127922643,1,23,0,3,3,0,4,0,5,19,19,0,0,21979,0,7400,9799.49
127922645,1,27,0,3,3,0,1,0,12,76,75,1,0,20220,1008.52,3886,9303.21
127922647,1,46,0,4,3,0,2,218871,0,0,0,0,0,0,0,0,0
127922648,1,34,0,3,9,0,1,0,1,3,3,0,0,1000,0,1000,1162.38
127922649,0,30,0,4,9,0,3,0,2,7,7,0,0,4800,1588.45,2400,3047.61
127922651,1,41,0,3,9,0,1,0,11,46,36,1,0,19062,5189.39,6000,7234.47
127922652,0,24,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
127922653,1,32,0,3,9,0,1,0,4,49,35,1,0,9999,0,3500,6042.84
127922655,1,34,0,3,9,0,1,65161,17,148,132,1,0,46239,8418.81,7477,13943.64
127922657,1,27,0,3,5,1,5,0,1,2,1,1,0,2500,1966.48,2500,2977.24
127922658,1,36,0,4,7,0,1,12915,1,4,4,0,0,6000,5018.32,6000,8157.48
127922660,1,43,0,3,9,0,1,0,5,32,32,0,0,11298,171.57,5600,6424.78
127922664,1,32,0,3,3,0,3,0,7,8,6,1,0,5200,1669.66,3000,3426.96
127922665,0,29,0,2,9,0,6,0,4,21,20,1,0,6995,0,3500,3998.1
127922667,1,25,2,4,3,0,2,74720,8,31,31,0,0,16705,4799.78,3500,6713.53
127922669,1,20,0,3,9,0,3,0,1,9,7,1,0,900,293.52,900,1223.58
127922670,0,29,1,3,9,0,6,0,1,3,3,0,0,4000,0,4000,4686.96
127922671,1,25,0,5,9,0,2,72696,16,83,82,1,0,44069,1502.92,6145,12526.12
127922672,1,39,0,3,3,0,1,0,3,10,10,0,0,6180,1544.3,3000,3520.17
127922675,1,25,0,3,9,0,1,0,12,50,50,0,0,26028,6754.09,5000,10532.06
127922677,0,34,0,5,1,0,3,0,1,3,0,1,1,1000,0,1000,1166.16
127922678,1,24,0,1,1,0,1,0,4,18,17,1,0,2610,0,710,1362.25
127922682,0,31,0,5,9,0,1,0,3,31,31,0,0,10725,2412.6,5000,6357.53
127922687,1,22,0,2,7,2,4,11750,1,18,18,0,0,1000,0,1000,1305.82
127922688,1,31,0,3,3,0,6,0,4,23,11,1,0,5920,1276.07,2500,3878.77
127922689,1,29,0,4,1,0,1,0,10,44,43,1,0,25622,9867.5,6317,11222.09
127922690,1,45,0,5,3,0,6,87768,1,4,2,1,0,7000,6346.56,7000,9519.84
127922691,1,24,0,3,9,0,1,2980,3,15,12,1,0,4956,1431.82,2500,2912.21
127922692,0,30,0,0,9,0,1,0,11,88,68,1,0,27365,0,7000,17557.87
127922693,1,19,0,2,1,0,1,1689,1,2,2,0,0,3000,2359.92,3000,3539.88
127922698,1,24,1,3,9,0,6,0,6,41,27,1,0,7607,2117.35,2058,4179.38
127922700,1,25,0,4,9,0,1,3750,8,34,34,0,0,11995,3942.6,4000,5004.28
127922703,1,28,0,4,3,0,2,0,9,36,32,1,0,17252,0,2826,9023.25
127922705,1,25,0,4,9,0,2,0,0,0,0,0,0,0,0,0,0
127922706,1,31,0,4,3,0,1,98210,17,56,56,0,0,58221,3035.68,11500,16879.87
127922712,1,25,0,4,9,0,1,5011,1,2,2,0,0,3800,2989.28,3800,4483.92
127922714,1,37,0,2,1,0,1,0,5,36,30,1,0,8852,402.69,3400,4977.71
127922715,1,22,0,3,9,0,1,0,1,3,3,0,0,500,0,500,593.04
127922719,0,23,1,2,9,0,1,0,7,45,22,1,0,24648,6458.06,12000,14234.16
127922722,0,31,1,4,3,0,6,0,1,13,10,1,0,12000,0,12000,13477.56
127922724,0,30,0,4,3,0,1,0,1,8,8,0,0,2500,1066.36,2500,3399.08
127922725,1,24,1,2,9,0,6,30592,21,110,110,0,0,38484,8928.67,10000,12074.8
127922728,1,34,0,4,9,0,1,0,8,40,38,1,0,18900,5297.53,5271,7134.18
127922729,0,25,0,3,9,0,8,0,1,1,0,1,0,5000,0,5000,5916.02
127922739,0,20,0,2,9,0,1,0,1,3,3,0,0,779,794.25,779,1059
127922740,0,19,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0
127922741,1,23,1,3,9,0,1,11995,12,85,85,0,0,38999,14966.73,7000,19510.47
127922742,1,29,0,0,5,1,5,3000,13,45,41,1,0,25502,0,6108,11642.37
127922745,0,23,0,2,9,0,1,0,8,31,31,0,0,7068,4675.74,1800,4717.8
127922746,1,19,0,4,9,0,1,0,1,2,2,0,0,1000,0,1000,1173.39
127922749,1,49,0,4,3,0,6,0,4,20,16,1,0,8200,3730.73,4000,5459.19
127922750,1,29,1,3,9,0,1,0,2,5,4,1,0,9000,4260.16,4500,5713.92
127922752,0,26,1,4,3,0,2,2000,3,5,5,0,0,17186,19601.96,6900,21628.98
127922756,1,50,0,3,9,0,1,0,1,5,5,0,0,3000,2282.98,3000,4079.88
127922757,1,29,0,4,3,0,1,17950,11,99,92,1,0,18676,0,4193,13266.65
127922759,1,18,0,2,9,0,8,0,1,1,1,0,0,700,0,700,951.72
127922761,1,29,0,4,9,0,6,14083,5,26,21,1,0,13718,2984.01,5000,6798.8
127922762,1,22,0,3,9,0,2,0,2,11,7,1,0,2600,259.52,2000,2710.96
127922764,1,22,0,4,3,0,6,0,1,4,3,1,0,1800,1598.68,1800,2447.88
127922765,0,30,0,3,9,0,1,51576,0,0,0,0,0,0,0,0,0
127922767,1,23,0,3,5,1,9,111496,17,125,122,1,0,31127,3992.7,6000,6662.74
127922768,0,22,0,4,1,0,1,0,1,5,1,1,0,9000,1754.8,9000,10664.78
127922770,0,26,0,3,9,0,2,25071,19,180,180,0,0,56294,11120.57,9019,18254.3
127922771,0,33,0,5,9,0,1,0,4,15,11,1,0,65250,15641.95,30000,33060
127922773,1,25,0,5,3,0,3,18078,5,21,20,1,0,19707,0,7500,8823.12
127922774,0,49,0,4,9,0,6,1076,1,2,0,1,0,1000,0,1000,1196.48
127922776,0,23,0,2,9,0,1,917,0,0,0,0,0,0,0,0,0
127922777,1,19,0,2,7,0,3,0,0,0,0,0,0,0,0,0,0
127922778,1,37,0,3,3,0,3,0,4,15,10,1,0,12700,6676.65,5000,11420.96
127922779,1,22,0,2,1,2,4,0,6,41,41,0,0,5700,655.45,1200,2792.01
127922780,1,34,0,4,9,0,2,0,7,55,49,1,0,16682,2514.14,4500,7144.52
127922782,1,24,0,2,9,0,6,192,0,0,0,0,0,0,0,0,0
127922783,1,20,0,2,9,0,1,0,1,12,6,1,1,1000,0,1000,1246.24
127922785,1,23,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0
127922786,1,23,0,3,9,0,4,1485,6,16,9,1,0,9908,7926.13,2317,11020.86
127922787,1,28,1,3,9,0,1,0,3,15,13,1,0,6370,0,4000,4412.57
127922790,1,20,0,2,7,0,4,0,3,11,9,1,0,9099,3047.18,4400,5021.68
127922792,0,25,0,2,9,2,1,0,4,18,18,0,0,8800,4640.58,6000,8158.2
127922793,1,23,0,4,3,0,1,0,15,63,60,1,0,23183,7333.8,3100,8364.7
127922794,1,32,0,3,9,0,1,0,3,12,10,1,0,4607,3029.95,1575,4148.88
127922795,0,24,0,3,9,0,1,21742,1,3,3,0,0,6000,3539.79,6000,7079.58
127922796,1,31,0,2,9,0,1,0,2,14,14,0,0,3000,0,2000,2719.24
127922797,1,23,0,3,9,0,1,2900,3,10,5,1,0,5382,0,3382,4125.74
127922800,1,27,0,3,1,0,1,0,5,26,26,0,0,10600,0,2200,2586.84
127922801,1,37,0,2,9,0,1,0,10,66,63,1,0,22273,3068.03,6450,7479.84
127922802,1,24,0,2,3,0,1,0,2,6,3,1,0,12800,2402.25,8500,9709.8
127922803,1,41,0,5,9,0,1,58608,0,0,0,0,0,0,0,0,0
127922804,1,30,0,3,9,0,1,0,6,51,42,1,1,8741,0,2100,6511.55
127922807,0,35,0,2,9,0,3,0,13,76,72,1,0,73345,26830.96,14000,28374.79
127922809,0,28,0,3,9,0,1,116314,1,3,3,0,0,9500,9424.71,9500,12566.28
127922810,0,23,0,2,3,0,1,20820,14,66,61,1,0,18274,7178.04,3349,9041.51
127922812,0,39,0,3,3,0,1,83546,2,12,10,1,0,5812,916.41,3500,4266.88
127922814,0,40,0,5,9,0,1,43013,0,0,0,0,0,0,0,0,0
127922817,0,31,1,5,9,0,1,39823,5,17,15,1,0,26336,6532.57,11500,12352.98
127922818,1,43,0,3,3,0,1,0,4,16,16,0,0,19800,3674.02,6600,7762.8
127922820,1,31,0,3,9,0,1,0,5,29,28,1,0,6786,1211.74,2500,3148.28
127922822,1,29,0,3,9,0,2,0,0,0,0,0,0,0,0,0,0
127922823,0,28,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0
127922824,1,23,0,3,9,0,1,0,6,22,22,0,0,8093,1344.94,2873,3864.23
127922826,1,23,0,5,9,0,6,0,0,0,0,0,0,0,0,0,0
127922827,1,28,0,3,1,0,1,0,1,3,0,1,0,1400,804.3,1400,1677.02
127922829,0,19,0,1,9,0,3,0,2,4,4,0,0,6075,5100.36,5000,6081.75
127922830,0,32,0,4,3,0,6,12609,6,32,31,1,0,11000,1416.75,4500,4915.5
127922831,1,29,1,4,9,0,3,0,10,100,99,1,0,43473,6349.22,6600,13755.5
127922832,1,18,0,2,9,0,3,0,4,26,18,1,0,2967,1158.42,1130,2808.85
127922833,0,29,0,2,3,0,6,0,1,5,5,0,0,2000,1458.03,2000,2719.47
127922836,0,23,0,3,3,0,6,14875,14,75,67,1,0,27169,6463.11,6500,10424.85
127922837,1,31,0,2,9,0,8,14408,8,34,34,0,0,12046,4563.92,3000,7014.34
127922840,1,34,0,5,9,0,1,0,1,12,6,1,0,9500,0,9500,11383.6
127922841,1,33,0,3,3,0,1,3879,5,17,13,1,0,6686,3886.68,4000,5438.76
127922843,0,35,0,3,3,0,1,0,3,24,15,1,0,8913,0,6500,7710.12
127922844,1,19,0,2,9,0,6,0,7,41,32,1,0,9044,1387.47,3500,4345.7
127922845,1,30,0,4,3,0,1,3365,2,6,6,0,0,4835,3782.23,4000,5439.96
127922847,1,28,0,3,9,0,6,1813,28,243,239,1,0,80084,10093.59,4135,19636.11
127922848,0,23,0,3,9,0,3,20828,3,10,10,0,0,9673,5149.2,6500,8837.94
127922850,1,30,1,5,9,0,2,36827,13,79,72,1,0,21601,4797.67,5600,8235.33
127922851,1,30,0,5,3,0,1,0,1,3,2,1,0,6000,5109.21,6000,6812.28
127923171,1,27,0,4,1,0,1,0,6,24,24,0,0,6798,330.3,3000,3719.52
127923175,1,26,0,3,3,0,3,3562,0,0,0,0,0,0,0,0,0
127923176,1,34,0,3,9,0,1,0,8,60,60,0,0,21094,2035.58,7674,13875.6
127923177,1,26,0,3,9,0,2,0,3,14,14,0,0,4735,1845.84,2185,4217.26
127923178,1,35,1,4,9,0,1,1927,23,167,140,1,0,45267,0,4559,13194.27
127923179,0,30,0,4,3,0,6,0,4,15,10,1,0,6140,0,3700,4630.32
127923181,1,28,0,4,9,0,1,0,1,6,6,0,0,1000,0,1000,1222.26
127923182,1,29,0,3,9,0,3,0,2,6,2,1,1,4159,0,2500,2939.84
127923186,1,23,0,3,3,0,1,0,3,17,17,0,0,3200,0,1200,2743.53
127923187,1,34,0,3,9,0,3,0,1,6,6,0,0,1100,0,1100,1320.36
127923189,1,35,0,3,9,0,3,0,1,12,10,1,0,6500,0,6500,7310.65
127923190,1,29,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0
127923191,1,40,0,3,7,0,2,0,8,37,37,0,0,9043,344.04,1600,4104.33
127923195,1,46,0,4,3,0,6,92592,17,96,92,1,0,31024,3469.26,6100,9799.2
127923198,1,35,0,4,1,0,1,0,7,39,39,0,0,8993,0,2100,4411.05
127923199,1,30,2,3,9,0,1,0,24,146,103,1,0,62750,7863.27,5000,19832.89
127923207,1,23,0,2,1,2,1,13517,3,17,17,0,0,7160,2327,4160,6236.67
127923208,1,22,0,3,9,0,8,0,2,6,6,0,0,10394,8830.41,5394,11253.72
127923209,1,54,0,4,3,0,6,0,9,46,46,0,0,12494,1734.74,3700,4529.85
127923211,1,50,0,3,3,0,6,4000,0,0,0,0,0,0,0,0,0
127923213,1,21,0,2,9,0,1,0,2,11,1,1,0,1000,735.06,500,977.06
127923215,1,40,0,4,3,0,1,0,1,6,5,1,0,5600,0,5600,5964.72
127923217,0,41,0,4,3,0,1,0,6,53,53,0,0,16182,5779.76,6600,8250.6
127923218,1,36,0,4,9,0,2,0,1,13,6,1,1,4900,0,4900,5709.54
127923219,1,29,0,4,9,0,8,0,4,12,11,0,0,10850,0,7000,8677.02
127923220,1,22,0,4,9,0,1,1126,1,2,2,0,0,2600,2045.28,2600,3067.92
127923222,1,18,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0
127923223,1,20,0,2,9,0,1,0,7,7,7,0,0,2600,0,600,805.26
127923224,0,47,0,3,9,0,2,0,15,87,87,0,0,46837,3215.36,8200,15423.28
127923225,1,37,0,4,9,0,6,0,15,107,88,1,0,47862,3431.85,7339,16865.73
127923226,0,18,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0
127923227,1,22,0,2,9,0,3,0,2,14,9,1,0,3550,0,3200,3864.61
127923228,1,27,0,3,9,0,1,7000,1,2,2,0,0,4000,0,4000,5439.96
127923229,0,24,1,3,3,0,3,8599,18,139,98,1,0,49950,9766.51,5000,17671.5
127923231,1,29,3,3,3,0,1,0,3,16,14,1,0,11461,5281.2,8500,11557.38
127923233,1,31,0,2,9,0,1,0,1,26,6,1,0,6096,0,6096,10305.37
127923234,1,31,1,3,3,0,6,0,11,56,56,0,0,40748,6300.66,11500,13555.06
127923235,1,21,0,3,9,0,6,2005,2,7,7,0,0,1200,1001.96,700,1395.76
127923236,0,27,1,4,9,0,6,0,13,54,53,1,0,77048,17272.22,12689,18981.26
127923237,0,45,0,4,3,0,6,7500,15,57,31,1,0,29794,7492.35,5600,9131.52
127923239,0,21,1,3,9,0,1,8213,3,12,6,1,0,4681,0,3000,3592.57
127923241,1,19,0,3,9,0,1,0,2,11,11,0,0,1290,0,790,1002.51
