id,Label,loan_amnt,,int_rate,installment,grade,home_ownership,annual_inc,verification_status,issue_d,loan_status,dti,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc
5627,7.51,24000,36,0.0751,746.66,1,2,119500,1,40817,2,6.01,35034,0,9,0,24488,0.403,23
5628,7.9,7800,36,0.079,244.07,1,1,70000,2,40817,2,12.75,38353,1,9,0,5481,0.398,15
5629,14.65,12000,60,0.1465,283.28,3,1,75000,3,40817,2,6.35,38838,1,7,0,14899,0.648,8
5630,6.62,7000,36,0.0662,214.93,1,2,115742,2,40817,2,4.84,32690,0,10,0,31217,0.767,19
5631,18.64,16450,60,0.1864,423.48,5,2,38000,2,40817,2,16.01,34486,2,9,0,11907,0.461,27
5632,14.65,8575,36,0.1465,295.79,3,1,55000,3,40817,2,7.96,39114,1,7,0,8525,0.622,8
5633,7.9,16000,36,0.079,500.65,1,1,36900,1,40817,2,8.49,33298,0,20,0,11219,0.351,40
5634,6.03,3000,36,0.0603,91.31,1,1,18072,2,40817,2,7.84,35065,0,15,0,1379,0.061,19
5635,6.03,12200,36,0.0603,371.32,1,1,82100,1,40817,2,12.38,34700,3,8,0,3226,0.109,21
5636,16.77,10800,36,0.1677,383.82,4,1,63000,2,40817,2,18.23,34639,2,11,0,22141,0.595,16
5637,11.71,30000,60,0.1171,662.95,2,2,82000,3,40817,2,0.22,34425,0,6,0,518,0.025,14
5638,11.71,6000,36,0.1171,198.46,2,2,72000,2,40817,2,16.18,33512,2,9,0,20955,0.455,20
5639,12.69,20000,60,0.1269,451.9,2,1,60000,1,40817,2,24.36,35309,1,21,0,23250,0.293,52
5640,11.71,18000,60,0.1171,397.77,2,2,55000,1,40817,2,2.03,38443,0,6,0,187,0.013,11
5641,14.65,20000,60,0.1465,472.14,3,2,65000,1,40817,2,26.4,35370,3,12,0,21501,0.675,36
5642,7.9,5000,36,0.079,156.46,1,2,24000,2,40817,2,22.15,38534,1,14,0,9283,0.176,25
5643,14.27,21000,60,0.1427,491.58,3,2,64000,1,40817,2,11.27,34425,0,8,0,19431,0.852,28
5644,12.69,2000,36,0.1269,67.09,2,2,52645,2,40817,2,12.47,36982,0,5,0,5910,0.469,18
5645,11.71,15000,36,0.1171,496.14,2,1,40277,1,40817,2,19.1,36039,0,17,0,22795,0.601,35
5646,8.9,14000,60,0.089,289.94,1,2,125000,1,40817,2,8.21,33147,0,8,0,7262,0.244,26
5647,12.69,22000,36,0.1269,737.99,2,1,92000,3,40817,2,9.55,36770,0,8,0,20693,0.755,24
5648,15.96,10600,36,0.1596,372.46,3,1,35000,1,40817,2,18.72,35735,2,8,0,7337,0.843,20
5649,12.42,13600,36,0.1242,454.45,2,1,80000,1,40817,2,19.05,33239,0,9,0,17611,0.804,33
5650,19.03,12000,60,0.1903,311.49,5,1,56000,1,40817,2,24.45,36373,2,16,0,15458,0.635,23
5651,12.69,23675,60,0.1269,534.93,2,2,52500,1,40817,2,20.07,34182,1,13,0,28761,0.532,41
5652,13.49,16425,36,0.1349,557.31,3,1,45000,1,40817,2,23.01,34486,0,22,0,8418,0.206,33
5653,7.9,17600,36,0.079,550.71,1,2,87048,1,40817,2,17.3,32234,0,9,0,29441,0.704,16
5654,19.42,13500,60,0.1942,353.33,5,1,36996,2,40817,2,9.47,34243,0,7,0,8359,0.624,25
5655,11.71,14075,60,0.1171,311.04,2,2,56000,1,40817,2,20.38,35400,0,11,0,18589,0.381,20
5656,19.42,3200,60,0.1942,83.76,5,1,42100,1,40817,2,3.62,36100,0,3,0,579,0.289,14
5657,16.29,9150,36,0.1629,323,4,2,76000,1,40817,2,22.33,30164,3,11,0,24596,0.583,36
5658,12.69,12000,36,0.1269,402.54,2,2,32000,3,40817,2,10.39,36039,3,6,0,5930,0.534,16
5659,12.69,35000,60,0.1269,790.82,2,2,146885,1,40817,2,7.95,32112,2,6,0,33171,0.555,29
5660,7.9,19925,36,0.079,623.46,1,2,385000,1,40817,2,10.56,35765,2,15,0,61,0.001,35
5661,11.71,14400,36,0.1171,476.3,2,2,67500,1,40817,2,12.23,35735,0,7,0,3799,0.646,27
5662,7.9,15000,60,0.079,303.43,1,2,52000,2,40817,2,6.42,30286,0,6,0,16159,0.38,26
5663,22.06,30000,60,0.2206,829.6,6,2,160000,1,40817,2,18.95,33117,1,19,0,52764,0.829,57
5664,14.27,12000,60,0.1427,280.91,3,1,40000,3,40817,2,8.61,35886,2,17,0,8744,0.263,28
5665,10.65,15000,36,0.1065,488.6,2,2,85000,1,40817,2,16.15,36130,2,14,0,338,0.026,32
5666,19.91,18800,60,0.1991,497.15,5,2,60000,3,40817,2,22.88,34547,1,8,0,26196,0.95,21
5667,17.27,25000,60,0.1727,624.95,4,2,55000,1,40817,2,6.09,37469,0,6,0,4065,0.847,20
5668,14.27,10000,36,0.1427,343.09,3,2,103800,1,40817,2,16.97,26908,2,10,0,5992,0.257,36
5669,6.62,12000,36,0.0662,368.45,1,1,30000,2,40817,2,15.32,38139,0,7,0,6532,0.495,9
5670,14.65,12000,60,0.1465,283.28,3,2,71500,1,40817,2,21.42,32782,1,9,0,8995,0.418,37
5671,13.49,3000,36,0.1349,101.8,3,2,105000,3,40817,2,17.82,36039,1,8,0,45559,0.899,32
5672,11.71,9000,36,0.1171,297.69,2,2,43000,2,40817,2,23.25,37591,0,9,0,3106,0.724,19
5673,22.35,30750,60,0.2235,855.42,6,1,77000,1,40817,2,23.47,37377,3,3,0,10336,0.658,8
5674,16.77,16400,60,0.1677,405.56,4,2,75000,1,40817,2,9.38,35521,2,16,0,69461,0.473,37
5675,12.42,18000,60,0.1242,404.24,2,3,30000,1,40817,2,4.4,33025,1,7,0,3099,0.256,21
5676,14.65,8400,36,0.1465,289.76,3,2,100000,2,40817,2,18.16,37408,1,9,0,23233,0.885,15
5677,10.65,10000,36,0.1065,325.74,2,1,108000,2,40817,2,4.87,36161,0,4,0,6575,0.822,18
5678,6.62,8000,36,0.0662,245.63,1,1,32000,2,40817,2,15.23,37500,1,11,0,7392,0.319,19
5679,20.89,35000,60,0.2089,944.71,6,2,80000,1,40817,2,24.39,32509,1,5,0,27850,0.938,16
5680,21.28,35000,60,0.2128,952.39,6,2,128000,1,40817,2,16.45,34151,1,23,0,65515,0.869,55
5681,13.49,21600,36,0.1349,732.9,3,1,60000,3,40817,2,9.66,38504,1,10,0,10810,0.385,15
5682,17.58,10000,36,0.1758,359.43,4,1,30000,2,40817,2,19.32,39264,1,6,0,7726,0.805,19
5683,13.49,35000,60,0.1349,805.17,3,2,80000,3,40817,2,10.92,34213,2,13,0,23563,0.451,31
5684,7.9,6000,36,0.079,187.75,1,1,49152,2,40817,2,16.58,37712,0,10,0,9898,0.176,14
5685,12.42,12000,60,0.1242,269.49,2,2,85000,2,40817,2,14.12,38565,0,7,0,7396,0.404,14
5686,20.3,35000,60,0.203,933.14,5,2,81600,1,40817,2,15.29,35886,1,17,0,26436,0.76,44
5687,7.9,21000,36,0.079,657.1,1,1,97000,3,40817,2,13.56,36404,0,5,0,20552,0.79,33
5688,9.91,28000,36,0.0991,902.3,2,2,400000,3,40817,2,10,34973,0,13,0,9722,0.351,25
5689,9.91,14275,36,0.0991,460.02,2,1,78000,2,40817,2,10.58,35735,0,9,0,17681,0.782,26
5690,18.64,35000,36,0.1864,1276.6,5,1,270000,1,40817,2,8.59,36586,1,8,0,13486,0.624,20
5691,14.65,20000,60,0.1465,472.14,3,2,60000,1,40817,2,15.44,36557,1,6,0,14426,0.604,12
5692,13.49,25400,60,0.1349,584.32,3,2,400000,3,40817,2,3.87,31107,2,11,0,66376,0.013,56
5693,18.25,16200,60,0.1825,413.58,4,3,47052,1,40817,2,19.43,23863,0,6,0,19330,0.77,9
5694,19.91,15000,60,0.1991,396.66,5,2,61000,2,40817,2,18.12,31959,2,11,0,33026,0.952,31
5695,6.03,8000,36,0.0603,243.49,1,2,77736,1,40817,2,6.07,35247,0,12,0,4182,0.136,49
5696,18.25,25000,60,0.1825,638.25,4,2,101000,3,40817,2,16.27,36069,0,13,0,16370,0.772,25
5697,7.9,6500,36,0.079,203.39,1,2,55000,2,40817,2,21.19,34304,1,6,0,14973,0.818,28
5698,19.42,9175,36,0.1942,338.28,5,3,50000,3,40817,2,12.46,36557,0,5,0,9201,0.986,6
5699,6.62,30000,36,0.0662,921.11,1,2,120000,1,40817,2,13.27,31533,0,11,0,10104,0.194,25
5700,10.65,30000,60,0.1065,647.05,2,2,60000,1,40817,2,10.64,33147,0,12,0,664,0.008,29
5701,6.62,14000,36,0.0662,429.86,1,2,45000,3,40817,2,9.12,32174,3,9,0,8052,0.348,16
5702,7.9,7200,36,0.079,225.29,1,1,94000,3,40817,2,21.94,35855,0,8,0,20456,0.787,18
5703,16.77,6625,36,0.1677,235.45,4,2,55000,2,40817,2,24.96,36708,0,8,0,28827,0.942,21
5704,18.25,16000,60,0.1825,408.48,4,1,140000,3,40817,2,18.55,35034,2,10,0,13257,0.745,63
5705,15.27,21000,60,0.1527,502.57,3,1,86000,1,40817,2,10.05,35704,2,8,0,33523,0.563,15
5706,18.64,12500,60,0.1864,321.79,5,2,80000,2,40817,2,16.77,32813,3,11,0,31682,0.758,34
5707,11.71,6600,36,0.1171,218.31,2,1,26000,2,40817,2,14.4,36069,1,5,0,11305,0.837,10
5708,12.42,3000,36,0.1242,100.25,2,1,41000,3,40817,2,11.5,34516,1,10,0,13310,0.732,15
5709,14.65,8500,36,0.1465,293.21,3,2,45000,2,40817,2,21.47,39022,2,9,0,12765,0.489,12
5710,11.71,30000,60,0.1171,662.95,2,2,116000,1,40817,2,13.85,31594,2,18,0,17286,0.215,34
5711,18.25,25000,60,0.1825,638.25,4,2,90000,1,40817,2,2.88,36220,3,11,1,8410,0.289,32
5712,7.9,16000,36,0.079,500.65,1,1,54000,2,40817,2,13.73,35490,0,9,1,13406,0.291,18
5713,6.03,8700,36,0.0603,264.79,1,1,28000,3,40817,2,21.6,37926,0,6,0,5434,0.314,20
5714,12.69,8400,36,0.1269,281.78,2,2,110000,1,40817,2,15.35,36892,1,7,0,7585,0.807,27
5715,14.27,10000,36,0.1427,343.09,3,1,124000,3,40817,2,4.38,36982,0,3,0,5856,0.976,14
5716,18.64,10000,36,0.1864,364.75,5,1,94000,1,40817,2,21.37,35643,3,24,0,18776,0.757,45
5717,22.06,35000,60,0.2206,967.86,6,2,72000,1,40817,2,21.08,35247,3,22,0,21366,0.359,42
5718,7.9,8000,36,0.079,250.33,1,1,50000,3,40817,2,26.78,35521,1,13,0,15138,0.533,34
5719,6.62,4500,36,0.0662,138.17,1,2,40000,2,40817,2,16.08,36800,0,8,0,13078,0.797,31
5720,18.25,12750,36,0.1825,462.55,4,1,58000,2,40817,2,18.77,37135,2,8,0,10150,0.883,17
5721,18.25,25000,60,0.1825,638.25,4,2,62000,1,40817,2,18.64,35855,1,12,0,14523,0.816,42
5722,17.27,24000,60,0.1727,599.96,4,2,98400,1,40817,2,23.23,34486,0,14,0,42791,0.54,44
5723,6.03,7000,36,0.0603,213.05,1,1,60000,1,40817,2,10.38,36831,0,13,0,5364,0.2,28
5724,10.65,6200,36,0.1065,201.96,2,1,60000,2,40817,2,15.4,36982,0,10,0,6419,0.331,23
5725,7.9,2000,36,0.079,62.59,1,1,15600,1,40817,2,4.38,38018,0,3,0,1898,0.19,6
5726,16.29,7800,36,0.1629,275.35,4,1,93158,3,40817,2,21.71,37712,1,8,0,22633,0.971,22
5727,11.71,19200,60,0.1171,424.29,2,1,48000,1,40817,2,5.55,38353,0,8,0,11210,0.374,19
5728,15.96,11000,36,0.1596,386.52,3,2,53000,1,40817,2,24.18,37865,1,10,1,9248,0.907,14
5729,7.9,10000,36,0.079,312.91,1,2,187000,3,40817,2,11.13,34669,5,13,0,13055,0.25,31
5730,14.27,8000,36,0.1427,274.48,3,2,66000,2,40817,2,2.11,29860,1,11,0,0,0,18
5731,19.91,16000,60,0.1991,423.11,5,1,215000,3,40817,2,13.99,32843,0,11,0,7567,0.958,21
5732,11.71,22000,60,0.1171,486.16,2,1,46000,1,40817,2,18.44,35370,0,15,0,17323,0.388,23
5733,14.27,13200,60,0.1427,309,3,2,40000,1,40817,2,5.19,36526,0,8,0,5663,0.521,21
5734,12.69,13800,60,0.1269,311.81,2,2,86400,1,40817,2,1.18,37712,1,6,0,1945,0.232,14
5735,12.69,30000,36,0.1269,1006.35,2,2,65000,1,40817,2,9.58,33573,1,11,0,20453,0.595,27
5736,7.51,2000,36,0.0751,62.23,1,1,18000,2,40817,2,16.73,38169,0,5,0,2925,0.332,20
5737,11.71,3600,36,0.1171,119.08,2,2,37000,3,40817,2,1.98,36100,0,17,0,1966,0.756,26
5738,22.35,25000,60,0.2235,695.46,6,2,100000,1,40817,2,11.84,36342,0,10,0,26152,0.83,19
5739,11.71,30000,60,0.1171,662.95,2,2,120000,1,40817,2,11.8,32843,1,14,0,14802,0.31,35
5740,19.03,16000,60,0.1903,415.32,5,1,70720,1,40817,2,5.35,36100,1,4,0,31589,0.987,14
5741,7.9,4800,60,0.079,97.1,1,2,50000,3,40817,2,0.6,35674,0,12,0,317,0.07,26
5742,21.28,20000,60,0.2128,544.23,6,2,74000,1,40817,2,22.69,34394,1,11,0,25483,0.799,41
5743,6.62,17825,36,0.0662,547.3,1,2,79000,1,40817,2,1.85,34304,0,8,0,4739,0.069,19
5744,21.67,24000,60,0.2167,658.36,6,1,65642,1,40817,2,19.03,32203,0,16,0,21669,0.732,33
5745,7.9,4000,36,0.079,125.17,1,1,26400,2,40817,2,12.73,37135,2,10,0,2361,0.088,31
5746,12.69,12000,36,0.1269,402.54,2,1,64000,1,40817,2,24.53,38322,1,5,0,5276,0.212,6
5747,12.69,12000,36,0.1269,402.54,2,2,132500,2,40817,2,18.99,34335,0,13,0,6565,0.763,40
5748,7.9,4000,36,0.079,125.17,1,1,53285,3,40817,2,15.81,34304,1,10,1,3971,0.168,17
5749,7.51,16875,36,0.0751,525,1,1,86400,1,40817,2,15.82,36800,0,7,0,291,0.088,18
5750,11.71,6000,36,0.1171,198.46,2,1,47000,2,40817,2,19.69,37530,1,19,0,15029,0.288,27
5751,11.71,11000,36,0.1171,363.84,2,1,42000,1,40817,2,20.86,37895,0,11,0,10559,0.831,17
5752,12.69,6000,36,0.1269,201.27,2,1,45000,3,40817,2,7.76,38657,1,8,0,11435,0.915,12
5753,15.27,9000,36,0.1527,313.18,3,2,68000,1,40817,2,3.41,36708,1,6,1,1851,0.74,17
5754,13.49,8500,36,0.1349,288.41,3,1,58000,3,40817,2,13.7,35735,2,11,0,11312,0.686,22
5755,11.71,10000,36,0.1171,330.76,2,2,49995,1,40817,2,15.41,35612,0,8,0,8923,0.637,13
5756,6.62,1600,36,0.0662,49.13,1,1,28800,2,40817,2,4.75,35735,0,5,0,2655,0.043,9
5757,13.49,16000,60,0.1349,368.08,3,1,60000,1,40817,2,21.7,37561,0,9,0,9688,0.745,22
5758,15.96,16000,60,0.1596,388.75,3,1,48000,2,40817,2,14.6,36892,2,11,0,15096,0.736,32
5759,7.9,15300,60,0.079,309.5,1,2,40000,1,40817,2,25.23,27150,0,10,0,124659,0.088,32
5760,19.03,15200,60,0.1903,394.55,5,2,38000,1,40817,2,12.88,37012,0,12,0,19275,0.831,28
5761,20.89,30000,60,0.2089,809.75,6,2,170004,1,40817,2,15.95,36495,2,10,0,101058,0.802,31
5762,22.74,35000,60,0.2274,981.45,6,2,113500,1,40817,2,23.25,32994,1,19,1,26345,0.972,39
5763,7.9,8000,36,0.079,250.33,1,2,175000,3,40817,2,16.77,34912,0,11,0,87008,0.913,35
5764,13.49,9000,36,0.1349,305.38,3,1,87000,2,40817,2,6.25,38777,2,8,0,17488,0.781,18
5765,6.62,9575,36,0.0662,293.99,1,1,43000,1,40817,2,26.77,37530,0,10,0,7077,0.419,22
5766,7.9,1500,36,0.079,46.94,1,2,102540,2,40817,2,22.45,32568,3,15,0,26955,0.62,34
5767,12.42,8000,36,0.1242,267.33,2,1,160000,1,40817,2,8.81,36404,0,8,0,19647,0.54,23
5768,12.69,14825,36,0.1269,497.31,2,2,75000,1,40817,2,18.53,36892,1,16,0,23932,0.638,22
5769,19.03,12000,60,0.1903,311.49,5,2,80000,3,40817,2,15.29,37591,3,7,0,12433,0.695,18
5770,8.9,2400,36,0.089,76.21,1,1,56000,2,40817,2,16.82,31656,0,14,0,14161,0.646,30
5771,20.89,15000,60,0.2089,404.88,6,1,31000,1,40817,2,11.19,37561,0,2,0,10362,0.803,4
5772,10.65,5000,36,0.1065,162.87,2,1,28800,2,40817,2,22.75,38657,2,9,1,3926,0.317,15
5773,21.28,21800,60,0.2128,593.21,6,2,140000,1,40817,2,1.46,39387,1,16,0,7239,0.237,26
5774,11.71,35000,60,0.1171,773.44,2,2,106000,1,40817,2,2.83,36100,0,8,0,39002,0.496,19
5775,6.03,7600,36,0.0603,231.32,1,2,100000,3,40817,2,11.22,33512,0,12,0,7597,0.329,38
5776,17.58,25000,60,0.1758,629.14,4,2,84000,3,40817,2,22.43,36161,1,8,0,23802,0.482,18
5777,11.71,17500,60,0.1171,386.72,2,3,60996,2,40817,2,19.56,26085,1,7,0,2707,0.085,21
5778,14.27,8800,36,0.1427,301.92,3,2,174000,3,40817,2,7.57,35765,2,16,0,79136,0.427,56
5779,16.77,9250,60,0.1677,228.75,4,3,124000,3,40817,2,6.5,35217,1,8,0,6865,0.738,32
5780,8.9,3600,36,0.089,114.32,1,1,31200,3,40817,2,6.46,37865,2,11,0,3314,0.267,20
5781,16.77,6700,36,0.1677,238.11,4,3,55000,2,40817,2,12.85,38899,1,4,0,2426,0.809,10
5782,6.62,6000,36,0.0662,184.23,1,2,25000,2,40817,2,19.49,30926,0,7,1,1159,0.141,19
5783,17.27,16000,60,0.1727,399.97,4,2,88000,3,40817,2,13.79,38384,0,9,0,21769,0.654,14
5784,14.65,12000,60,0.1465,283.28,3,1,42000,2,40817,2,15.57,32933,1,5,0,6846,0.57,22
5785,15.96,23200,36,0.1596,815.19,3,2,67692,1,40817,2,9.43,37561,1,11,0,24698,0.679,19
5786,7.9,2200,36,0.079,68.84,1,1,75000,3,40817,2,21.9,37500,0,15,0,428,0.122,43
5787,10.65,6400,36,0.1065,208.47,2,2,76000,3,40817,2,22.52,35735,1,11,1,5865,0.637,22
5788,10.65,13800,60,0.1065,297.65,2,2,60000,2,40817,2,6.74,33086,2,9,0,16476,0.464,33
5789,14.65,16000,60,0.1465,377.71,3,1,35000,1,40817,2,3.33,37987,6,9,0,2414,0.271,19
5790,15.27,14475,36,0.1527,503.7,3,1,50000,1,40817,2,23.69,34335,1,12,0,13294,0.901,37
5791,17.27,2000,36,0.1727,71.58,4,1,32500,3,40817,2,14.14,37622,2,2,0,3461,0.844,5
5792,18.25,19200,60,0.1825,490.17,4,1,75000,3,40817,2,21.92,36312,2,10,0,20129,0.946,39
5793,7.51,17000,36,0.0751,528.89,1,2,72000,1,40817,2,26.45,35156,0,9,0,13128,0.523,16
5794,7.51,18000,36,0.0751,560,1,1,115000,1,40817,2,12.22,35156,0,9,0,19871,0.655,31
5795,16.77,20000,60,0.1677,494.59,4,2,250000,1,40817,2,9.22,36100,1,12,0,50892,0.356,36
5796,18.25,9000,60,0.1825,229.77,4,2,84996,3,40817,2,15.36,36951,3,23,1,8813,0.273,29
5797,8.9,21000,36,0.089,666.82,1,2,216000,1,40817,2,14.79,36342,2,11,0,26397,0.645,27
5798,8.9,3000,36,0.089,95.26,1,1,51000,2,40817,2,5.36,38657,0,3,0,603,0.241,5
5799,18.25,20000,60,0.1825,510.6,4,2,360000,1,40817,2,1.99,32813,1,13,0,97371,0.705,21
5800,12.69,20000,60,0.1269,451.9,2,1,54000,1,40817,2,12.69,32905,0,3,0,15136,0.398,10
5801,6.62,7000,36,0.0662,214.93,1,3,45000,2,40817,2,14.61,36434,1,13,0,13470,0.591,31
5802,22.74,30000,60,0.2274,841.24,6,2,144000,1,40817,2,13.96,37987,3,15,0,4808,0.176,25
5803,12.42,5000,36,0.1242,167.08,2,1,57000,3,40817,2,13.89,33970,3,13,0,3110,0.239,14
5804,7.51,16000,36,0.0751,497.78,1,2,100995,3,40817,2,12.58,33939,0,10,0,15538,0.204,17
5805,21.67,35000,60,0.2167,960.11,6,2,115000,1,40817,2,22.82,36373,0,9,0,40032,0.976,34
5806,8.9,35000,36,0.089,1111.37,1,2,144000,1,40817,2,5.57,34090,0,17,0,28930,0.235,33
5807,7.9,18500,36,0.079,578.87,1,1,85000,1,40817,2,12.83,35034,1,12,0,13618,0.245,30
5808,12.42,14225,60,0.1242,319.46,2,2,80000,3,40817,2,21.99,30498,0,18,0,29602,0.33,25
5809,19.91,19000,60,0.1991,502.44,5,2,58000,3,40817,2,7.03,33756,1,3,1,0,0.3271,29
5810,17.58,15000,60,0.1758,377.49,4,2,61651,1,40817,2,15.69,35247,1,10,0,12194,0.83,27
5811,16.29,10000,36,0.1629,353.01,4,2,120000,2,40817,2,12.84,37591,2,18,0,21927,0.608,24
5812,12.69,12000,60,0.1269,271.14,2,2,40904,2,40817,2,25.11,36130,4,4,0,6204,0.564,13
5813,6.03,12000,36,0.0603,365.23,1,2,100000,2,40817,2,7.14,35096,0,8,0,25920,0.667,27
5814,7.51,6000,36,0.0751,186.67,1,2,82000,3,40817,2,3.91,35886,2,4,0,15188,0.395,18
5815,12.42,6250,60,0.1242,140.36,2,1,16000,3,40817,2,17.4,34060,0,5,0,5634,0.451,14
5816,12.42,21850,36,0.1242,730.13,2,2,50000,1,40817,2,14.93,36708,2,11,0,3968,0.173,32
5817,7.51,11400,36,0.0751,354.67,1,1,30000,3,40817,2,1.72,36892,0,8,0,219,0.018,11
5818,7.51,7000,36,0.0751,217.78,1,3,22800,2,40817,2,22.05,35916,1,8,0,7061,0.351,20
5819,10.65,35000,36,0.1065,1140.07,2,2,225000,1,40817,2,8.96,34943,3,13,0,18528,0.534,48
5820,6.03,7000,36,0.0603,213.05,1,2,96000,1,40817,2,11.69,32994,0,7,0,16640,0.489,21
5821,20.3,1600,60,0.203,42.66,5,1,18000,2,40817,2,0,35827,1,2,1,0,0,8
5822,11.71,5000,36,0.1171,165.38,2,1,35000,3,40817,2,23.9,38565,0,7,0,6179,0.511,17
5823,13.49,9800,36,0.1349,332.52,3,1,60000,2,40817,2,23.34,38018,0,19,0,16133,0.562,20
5824,16.77,8000,36,0.1677,284.31,4,2,65000,1,40817,2,3.01,39264,1,5,0,6526,0.946,8
5825,12.69,6000,36,0.1269,201.27,2,1,34000,1,40817,2,17.29,35582,2,7,0,5568,0.599,15
5826,14.27,15000,60,0.1427,351.13,3,2,55000,3,40817,2,8.09,32599,0,2,0,18591,0.885,9
5827,13.49,10000,36,0.1349,339.31,3,2,45600,2,40817,2,10.82,37926,3,8,0,790,0.226,15
5828,12.42,7000,36,0.1242,233.91,2,1,37200,3,40817,2,3.55,39234,1,4,0,1378,0.23,5
5829,6.03,16000,36,0.0603,486.97,1,2,180000,3,40817,2,6.35,34366,0,13,0,6970,0.04,25
5830,6.03,11000,36,0.0603,334.8,1,2,120000,3,40817,2,8.7,32994,0,8,0,7955,0.196,21
5831,14.27,4200,60,0.1427,98.32,3,1,40000,3,40817,2,19.62,36586,0,12,1,5949,0.447,20
5832,7.51,9500,36,0.0751,295.56,1,2,38880,3,40817,2,2.78,38504,2,6,0,5713,0.394,11
5833,6.62,8000,36,0.0662,245.63,1,2,55000,2,40817,2,17.02,32905,4,7,0,14906,0.724,29
5834,6.62,12000,36,0.0662,368.45,1,2,59500,3,40817,2,13.21,37956,0,7,0,13746,0.474,16
5835,7.9,15000,36,0.079,469.36,1,1,85000,3,40817,2,11,36678,0,6,0,23476,0.652,18
5836,8.9,5000,36,0.089,158.77,1,1,47000,3,40817,2,17.59,38808,2,10,0,1916,0.215,15
5837,14.65,10225,36,0.1465,352.71,3,1,50000,1,40817,2,20.54,33298,3,12,0,16791,0.807,33
5838,19.91,15000,60,0.1991,396.66,5,1,46500,1,40817,2,18.35,36526,1,7,0,8337,0.701,22
5839,13.49,15000,36,0.1349,508.96,3,2,72000,1,40817,2,11.5,34060,0,14,0,18556,0.533,20
5840,23.91,17625,60,0.2391,506.12,6,2,400000,1,40817,2,16.08,31017,0,27,0,49238,0.935,60
5841,12.69,27500,60,0.1269,621.36,2,1,78000,1,40817,2,17.23,35521,0,7,0,2152,0.055,30
5842,22.06,20000,60,0.2206,553.07,6,2,55200,1,40817,2,16.76,25842,1,26,0,26676,0.331,53
5843,7.51,5000,36,0.0751,155.56,1,1,36000,3,40817,2,0.97,38626,2,7,0,112,0.007,8
5844,6.03,8500,36,0.0603,258.71,1,2,86000,3,40817,2,9.81,32509,1,15,0,9350,0.128,30
5845,7.9,8875,36,0.079,277.71,1,2,58044,3,40817,2,19.43,36130,3,11,0,11540,0.432,30
5846,7.9,3500,36,0.079,109.52,1,1,40000,2,40817,2,5.4,38231,0,4,0,2081,0.194,8
5847,20.3,20000,60,0.203,533.23,5,3,65000,1,40817,2,20.34,32690,3,18,0,22803,0.613,22
5848,8.9,4200,60,0.089,86.99,1,2,50004,2,40817,2,14.59,38292,0,6,0,7506,0.099,17
5849,6.62,10000,36,0.0662,307.04,1,2,98000,1,40817,2,6.21,35643,0,9,0,9661,0.275,31
5850,6.03,16000,36,0.0603,486.97,1,1,85000,3,40817,2,5.15,38777,0,6,0,802,0.009,9
5851,6.03,3600,36,0.0603,109.57,1,2,84554.16,2,40817,2,15.24,32874,2,13,0,4318,0.066,32
5852,9.91,9000,36,0.0991,290.03,2,3,60000,3,40817,2,8.88,34973,2,4,0,0,0,18
5853,20.89,15250,60,0.2089,411.63,6,1,30696,1,40817,2,18.8,36100,2,10,0,11561,0.876,25
5854,7.9,13225,60,0.079,267.53,1,2,30000,1,40817,2,26.88,37043,0,8,0,418,0.06,41
5855,8.9,5000,36,0.089,158.77,1,1,41000,3,40817,2,8.78,37895,1,6,0,5487,0.871,13
5856,12.69,7200,36,0.1269,241.53,2,1,35000,2,40817,2,13.41,35125,0,8,0,3626,0.312,17
5857,12.42,20000,60,0.1242,449.15,2,3,66000,1,40817,2,11.29,29312,1,14,0,15649,0.264,38
5858,10.65,14125,36,0.1065,460.1,2,2,31850,2,40817,2,16.65,33055,0,9,1,11955,0.695,19
5859,14.27,17000,36,0.1427,583.26,3,2,74000,1,40817,2,8.53,34029,1,11,0,6920,0.692,39
5860,16.29,10000,36,0.1629,353.01,4,2,68000,2,40817,2,7.61,27851,0,13,0,8717,0.32,24
5861,17.58,11400,36,0.1758,409.74,4,1,50000,3,40817,2,7.75,35551,2,8,0,9596,0.849,18
5862,6.62,7000,36,0.0662,214.93,1,1,21600,2,40817,2,24.22,35916,0,10,0,13642,0.407,13
5863,12.42,25000,60,0.1242,561.44,2,2,175000,3,40817,2,9.44,33390,0,13,0,23685,0.599,53
5864,11.71,4000,60,0.1171,88.4,2,1,42000,2,40817,2,13.17,38443,0,6,0,5915,0.51,10
5865,6.03,6000,36,0.0603,182.62,1,1,20400,2,40817,2,0.88,36739,0,12,0,850,0.025,29
5866,6.62,4000,36,0.0662,122.82,1,2,90000,1,40817,2,24.33,33848,0,13,0,43108,0.694,33
5867,10.65,5000,36,0.1065,162.87,2,1,25591,2,40817,2,24.52,35096,3,6,0,2288,0.416,28
5868,11.71,12000,36,0.1171,396.92,2,2,70000,2,40817,2,17.11,38139,0,19,0,19471,0.438,30
5869,16.29,12000,36,0.1629,423.61,4,1,81000,2,40817,2,1.96,38473,2,6,0,3767,0.443,14
5870,8.9,12000,36,0.089,381.04,1,2,100000,3,40817,2,15.56,34304,0,14,0,70286,0.765,38
5871,15.27,12000,60,0.1527,287.19,3,2,43200,1,40817,2,16.44,35339,2,6,0,6619,0.453,26
